oblast,week_start,week_end,building_type,damaged_buildings
Kyivska,2025-09-15,2025-09-21,Total,2
Kyivska,2025-09-15,2025-09-21,Warehouse,2
Mykolaivska,2025-09-15,2025-09-21,Electricity supply system,1
Mykolaivska,2025-09-15,2025-09-21,Industrial/Business/Enterprise facilities,1
Mykolaivska,2025-09-15,2025-09-21,Total,3
Mykolaivska,2025-09-15,2025-09-21,Warehouse,1
Odeska,2025-09-15,2025-09-21,Total,2
Odeska,2025-09-15,2025-09-21,Warehouse,2
Poltavska,2025-09-15,2025-09-21,Fuel depot,1
Poltavska,2025-09-15,2025-09-21,Industrial/Business/Enterprise facilities,2
Poltavska,2025-09-15,2025-09-21,Railway,1
Poltavska,2025-09-15,2025-09-21,Total,4
Sumska,2025-09-15,2025-09-21,Electricity supply system,1
Sumska,2025-09-15,2025-09-21,Total,3
Sumska,2025-09-15,2025-09-21,Warehouse,2
Zaporizka,2025-09-15,2025-09-21,"Education facility (school, etc.)",1
Zaporizka,2025-09-15,2025-09-21,Electricity supply system,1
Zaporizka,2025-09-15,2025-09-21,Gas supply system,2
Zaporizka,2025-09-15,2025-09-21,Industrial/Business/Enterprise facilities,1
Zaporizka,2025-09-15,2025-09-21,Total,5
Cherkaska,2025-09-08,2025-09-14,Agricultural facilities,1
Cherkaska,2025-09-08,2025-09-14,Electricity supply system,1
Cherkaska,2025-09-08,2025-09-14,Total,2
Chernihivska,2025-09-08,2025-09-14,"Education facility (school, etc.)",1
Chernihivska,2025-09-08,2025-09-14,Electricity supply system,1
Chernihivska,2025-09-08,2025-09-14,Fuel depot,1
Chernihivska,2025-09-08,2025-09-14,Government facilities,1
Chernihivska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,2
Chernihivska,2025-09-08,2025-09-14,Total,7
Chernihivska,2025-09-08,2025-09-14,Warehouse,1
Dnipropetrovska,2025-09-08,2025-09-14,Agricultural facilities,4
Dnipropetrovska,2025-09-08,2025-09-14,"Cultural facilities (museum, theater etc.)",2
Dnipropetrovska,2025-09-08,2025-09-14,"Education facility (school, etc.)",4
Dnipropetrovska,2025-09-08,2025-09-14,Electricity supply system,5
Dnipropetrovska,2025-09-08,2025-09-14,Gas supply system,5
Dnipropetrovska,2025-09-08,2025-09-14,Government facilities,5
Dnipropetrovska,2025-09-08,2025-09-14,"Health facility (hospital, health clinic)",4
Dnipropetrovska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,11
Dnipropetrovska,2025-09-08,2025-09-14,Religious facilities,3
Dnipropetrovska,2025-09-08,2025-09-14,Total,43
Donetska,2025-09-08,2025-09-14,Agricultural facilities,1
Donetska,2025-09-08,2025-09-14,"Cultural facilities (museum, theater etc.)",2
Donetska,2025-09-08,2025-09-14,"Education facility (school, etc.)",11
Donetska,2025-09-08,2025-09-14,Electricity supply system,2
Donetska,2025-09-08,2025-09-14,Fuel depot,1
Donetska,2025-09-08,2025-09-14,Gas supply system,2
Donetska,2025-09-08,2025-09-14,Government facilities,12
Donetska,2025-09-08,2025-09-14,"Health facility (hospital, health clinic)",4
Donetska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,17
Donetska,2025-09-08,2025-09-14,Other,2
Donetska,2025-09-08,2025-09-14,Railway,2
Donetska,2025-09-08,2025-09-14,Religious facilities,2
Donetska,2025-09-08,2025-09-14,Road / Highway,2
Donetska,2025-09-08,2025-09-14,Total,61
Donetska,2025-09-08,2025-09-14,Warehouse,1
Kharkivska,2025-09-08,2025-09-14,Agricultural facilities,2
Kharkivska,2025-09-08,2025-09-14,"Cultural facilities (museum, theater etc.)",2
Kharkivska,2025-09-08,2025-09-14,"Education facility (school, etc.)",5
Kharkivska,2025-09-08,2025-09-14,Electricity supply system,3
Kharkivska,2025-09-08,2025-09-14,Government facilities,3
Kharkivska,2025-09-08,2025-09-14,"Health facility (hospital, health clinic)",1
Kharkivska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,4
Kharkivska,2025-09-08,2025-09-14,Other,1
Kharkivska,2025-09-08,2025-09-14,Railway,1
Kharkivska,2025-09-08,2025-09-14,Total,29
Kharkivska,2025-09-08,2025-09-14,Warehouse,7
Khersonska,2025-09-08,2025-09-14,"Education facility (school, etc.)",2
Khersonska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,2
Khersonska,2025-09-08,2025-09-14,Total,4
Khmelnytska,2025-09-08,2025-09-14,Fuel depot,1
Khmelnytska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,1
Khmelnytska,2025-09-08,2025-09-14,Other,1
Khmelnytska,2025-09-08,2025-09-14,Total,3
Kyivska,2025-09-08,2025-09-14,Heating and water facility,1
Kyivska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,3
Kyivska,2025-09-08,2025-09-14,Total,4
Lvivska,2025-09-08,2025-09-14,Total,1
Lvivska,2025-09-08,2025-09-14,Warehouse,1
Mykolaivska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,1
Mykolaivska,2025-09-08,2025-09-14,Total,2
Mykolaivska,2025-09-08,2025-09-14,Warehouse,1
Odeska,2025-09-08,2025-09-14,Total,1
Odeska,2025-09-08,2025-09-14,Warehouse,1
Sumska,2025-09-08,2025-09-14,"Cultural facilities (museum, theater etc.)",2
Sumska,2025-09-08,2025-09-14,"Education facility (school, etc.)",3
Sumska,2025-09-08,2025-09-14,Electricity supply system,1
Sumska,2025-09-08,2025-09-14,"Health facility (hospital, health clinic)",1
Sumska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,9
Sumska,2025-09-08,2025-09-14,Other,1
Sumska,2025-09-08,2025-09-14,Religious facilities,1
Sumska,2025-09-08,2025-09-14,Total,19
Sumska,2025-09-08,2025-09-14,Warehouse,1
Vinnytska,2025-09-08,2025-09-14,"Education facility (school, etc.)",4
Vinnytska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,2
Vinnytska,2025-09-08,2025-09-14,Total,6
Volynska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,1
Volynska,2025-09-08,2025-09-14,Total,1
Zaporizka,2025-09-08,2025-09-14,Government facilities,1
Zaporizka,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,1
Zaporizka,2025-09-08,2025-09-14,Total,3
Zaporizka,2025-09-08,2025-09-14,Warehouse,1
Zhytomyrska,2025-09-08,2025-09-14,"Education facility (school, etc.)",6
Zhytomyrska,2025-09-08,2025-09-14,Industrial/Business/Enterprise facilities,1
Zhytomyrska,2025-09-08,2025-09-14,Other,1
Zhytomyrska,2025-09-08,2025-09-14,Total,8
Chernihivska,2025-09-01,2025-09-07,"Education facility (school, etc.)",3
Chernihivska,2025-09-01,2025-09-07,Electricity supply system,2
Chernihivska,2025-09-01,2025-09-07,Fuel depot,1
Chernihivska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,3
Chernihivska,2025-09-01,2025-09-07,Telecommunications,1
Chernihivska,2025-09-01,2025-09-07,Total,10
Dnipropetrovska,2025-09-01,2025-09-07,Agricultural facilities,2
Dnipropetrovska,2025-09-01,2025-09-07,"Education facility (school, etc.)",1
Dnipropetrovska,2025-09-01,2025-09-07,Electricity supply system,3
Dnipropetrovska,2025-09-01,2025-09-07,Fuel depot,2
Dnipropetrovska,2025-09-01,2025-09-07,Gas supply system,2
Dnipropetrovska,2025-09-01,2025-09-07,Government facilities,3
Dnipropetrovska,2025-09-01,2025-09-07,"Health facility (hospital, health clinic)",3
Dnipropetrovska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,6
Dnipropetrovska,2025-09-01,2025-09-07,Total,24
Dnipropetrovska,2025-09-01,2025-09-07,Warehouse,2
Donetska,2025-09-01,2025-09-07,Agricultural facilities,2
Donetska,2025-09-01,2025-09-07,"Education facility (school, etc.)",3
Donetska,2025-09-01,2025-09-07,Electricity supply system,1
Donetska,2025-09-01,2025-09-07,Government facilities,8
Donetska,2025-09-01,2025-09-07,"Health facility (hospital, health clinic)",2
Donetska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,16
Donetska,2025-09-01,2025-09-07,Railway,1
Donetska,2025-09-01,2025-09-07,Total,33
Ivano-Frankivska,2025-09-01,2025-09-07,Total,1
Ivano-Frankivska,2025-09-01,2025-09-07,Warehouse,1
Kharkivska,2025-09-01,2025-09-07,"Education facility (school, etc.)",2
Kharkivska,2025-09-01,2025-09-07,Government facilities,1
Kharkivska,2025-09-01,2025-09-07,Telecommunications,1
Kharkivska,2025-09-01,2025-09-07,Total,5
Kharkivska,2025-09-01,2025-09-07,Warehouse,1
Khmelnytska,2025-09-01,2025-09-07,Agricultural facilities,1
Khmelnytska,2025-09-01,2025-09-07,"Education facility (school, etc.)",1
Khmelnytska,2025-09-01,2025-09-07,Electricity supply system,1
Khmelnytska,2025-09-01,2025-09-07,Government facilities,1
Khmelnytska,2025-09-01,2025-09-07,Total,4
Kirovohradska,2025-09-01,2025-09-07,"Education facility (school, etc.)",1
Kirovohradska,2025-09-01,2025-09-07,Electricity supply system,1
Kirovohradska,2025-09-01,2025-09-07,Total,2
Kyiv,2025-09-01,2025-09-07,"Cultural facilities (museum, theater etc.)",1
Kyiv,2025-09-01,2025-09-07,"Education facility (school, etc.)",5
Kyiv,2025-09-01,2025-09-07,Government facilities,1
Kyiv,2025-09-01,2025-09-07,Total,7
Kyivska,2025-09-01,2025-09-07,"Education facility (school, etc.)",2
Kyivska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,3
Kyivska,2025-09-01,2025-09-07,Other,1
Kyivska,2025-09-01,2025-09-07,Total,8
Kyivska,2025-09-01,2025-09-07,Warehouse,2
Lvivska,2025-09-01,2025-09-07,Gas supply system,1
Lvivska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,1
Lvivska,2025-09-01,2025-09-07,Total,2
Mykolaivska,2025-09-01,2025-09-07,"Education facility (school, etc.)",1
Mykolaivska,2025-09-01,2025-09-07,Electricity supply system,1
Mykolaivska,2025-09-01,2025-09-07,Total,2
Odeska,2025-09-01,2025-09-07,"Cultural facilities (museum, theater etc.)",2
Odeska,2025-09-01,2025-09-07,Harbor,1
Odeska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,4
Odeska,2025-09-01,2025-09-07,Other,1
Odeska,2025-09-01,2025-09-07,Total,10
Odeska,2025-09-01,2025-09-07,Warehouse,2
Poltavska,2025-09-01,2025-09-07,Bridge,1
Poltavska,2025-09-01,2025-09-07,"Cultural facilities (museum, theater etc.)",1
Poltavska,2025-09-01,2025-09-07,Government facilities,1
Poltavska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,1
Poltavska,2025-09-01,2025-09-07,Railway,1
Poltavska,2025-09-01,2025-09-07,Total,5
Sumska,2025-09-01,2025-09-07,Government facilities,1
Sumska,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,2
Sumska,2025-09-01,2025-09-07,Other,2
Sumska,2025-09-01,2025-09-07,Road / Highway,1
Sumska,2025-09-01,2025-09-07,Total,6
Zaporizka,2025-09-01,2025-09-07,"Education facility (school, etc.)",2
Zaporizka,2025-09-01,2025-09-07,Electricity supply system,1
Zaporizka,2025-09-01,2025-09-07,Gas supply system,1
Zaporizka,2025-09-01,2025-09-07,Government facilities,1
Zaporizka,2025-09-01,2025-09-07,Industrial/Business/Enterprise facilities,3
Zaporizka,2025-09-01,2025-09-07,Total,8
Chernihivska,2025-08-25,2025-08-31,Electricity supply system,1
Chernihivska,2025-08-25,2025-08-31,Fuel depot,1
Chernihivska,2025-08-25,2025-08-31,Government facilities,1
Chernihivska,2025-08-25,2025-08-31,Industrial/Business/Enterprise facilities,1
Chernihivska,2025-08-25,2025-08-31,Telecommunications,1
Chernihivska,2025-08-25,2025-08-31,Total,6
Chernihivska,2025-08-25,2025-08-31,Warehouse,1
Dnipropetrovska,2025-08-25,2025-08-31,Agricultural facilities,7
Dnipropetrovska,2025-08-25,2025-08-31,"Cultural facilities (museum, theater etc.)",2
Dnipropetrovska,2025-08-25,2025-08-31,"Education facility (school, etc.)",1
Dnipropetrovska,2025-08-25,2025-08-31,Electricity supply system,4
Dnipropetrovska,2025-08-25,2025-08-31,Fuel depot,5
Dnipropetrovska,2025-08-25,2025-08-31,Gas supply system,3
Dnipropetrovska,2025-08-25,2025-08-31,Government facilities,4
Dnipropetrovska,2025-08-25,2025-08-31,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2025-08-25,2025-08-31,Industrial/Business/Enterprise facilities,8
Dnipropetrovska,2025-08-25,2025-08-31,Religious facilities,1
Dnipropetrovska,2025-08-25,2025-08-31,Total,36
Donetska,2025-08-25,2025-08-31,Agricultural facilities,1
Donetska,2025-08-25,2025-08-31,"Cultural facilities (museum, theater etc.)",4
Donetska,2025-08-25,2025-08-31,"Education facility (school, etc.)",7
Donetska,2025-08-25,2025-08-31,Electricity supply system,2
Donetska,2025-08-25,2025-08-31,Government facilities,5
Donetska,2025-08-25,2025-08-31,"Health facility (hospital, health clinic)",1
Donetska,2025-08-25,2025-08-31,Heating and water facility,1
Donetska,2025-08-25,2025-08-31,Industrial/Business/Enterprise facilities,31
Donetska,2025-08-25,2025-08-31,Railway,1
Donetska,2025-08-25,2025-08-31,Total,53
Kharkivska,2025-08-25,2025-08-31,"Education facility (school, etc.)",2
Kharkivska,2025-08-25,2025-08-31,Electricity supply system,3
Kharkivska,2025-08-25,2025-08-31,Gas supply system,1
Kharkivska,2025-08-25,2025-08-31,Total,8
Kharkivska,2025-08-25,2025-08-31,Warehouse,2
Khersonska,2025-08-25,2025-08-31,"Education facility (school, etc.)",1
Khersonska,2025-08-25,2025-08-31,Gas supply system,1
Khersonska,2025-08-25,2025-08-31,Government facilities,1
Khersonska,2025-08-25,2025-08-31,"Health facility (hospital, health clinic)",1
Khersonska,2025-08-25,2025-08-31,Total,4
Kyiv,2025-08-25,2025-08-31,"Education facility (school, etc.)",3
Kyiv,2025-08-25,2025-08-31,Electricity supply system,1
Kyiv,2025-08-25,2025-08-31,Government facilities,3
Kyiv,2025-08-25,2025-08-31,"Health facility (hospital, health clinic)",2
Kyiv,2025-08-25,2025-08-31,Industrial/Business/Enterprise facilities,8
Kyiv,2025-08-25,2025-08-31,Other,2
Kyiv,2025-08-25,2025-08-31,Total,19
Kyivska,2025-08-25,2025-08-31,Electricity supply system,1
Kyivska,2025-08-25,2025-08-31,Total,1
Mykolaivska,2025-08-25,2025-08-31,Agricultural facilities,1
Mykolaivska,2025-08-25,2025-08-31,"Education facility (school, etc.)",1
Mykolaivska,2025-08-25,2025-08-31,Total,2
Odeska,2025-08-25,2025-08-31,Electricity supply system,1
Odeska,2025-08-25,2025-08-31,Government facilities,1
Odeska,2025-08-25,2025-08-31,Total,3
Odeska,2025-08-25,2025-08-31,Warehouse,1
Sumska,2025-08-25,2025-08-31,"Cultural facilities (museum, theater etc.)",1
Sumska,2025-08-25,2025-08-31,"Education facility (school, etc.)",1
Sumska,2025-08-25,2025-08-31,Electricity supply system,2
Sumska,2025-08-25,2025-08-31,Fuel depot,1
Sumska,2025-08-25,2025-08-31,Industrial/Business/Enterprise facilities,3
Sumska,2025-08-25,2025-08-31,Total,11
Sumska,2025-08-25,2025-08-31,Warehouse,2
Sumska,2025-08-25,2025-08-31,Water supply system,1
Vinnytska,2025-08-25,2025-08-31,Railway,1
Vinnytska,2025-08-25,2025-08-31,Total,1
Zaporizka,2025-08-25,2025-08-31,Electricity supply system,1
Zaporizka,2025-08-25,2025-08-31,Gas supply system,2
Zaporizka,2025-08-25,2025-08-31,Industrial/Business/Enterprise facilities,4
Zaporizka,2025-08-25,2025-08-31,Total,7
Chernihivska,2025-08-18,2025-08-24,Telecommunications,2
Chernihivska,2025-08-18,2025-08-24,Total,2
Dnipropetrovska,2025-08-18,2025-08-24,Agricultural facilities,4
Dnipropetrovska,2025-08-18,2025-08-24,"Cultural facilities (museum, theater etc.)",2
Dnipropetrovska,2025-08-18,2025-08-24,"Education facility (school, etc.)",3
Dnipropetrovska,2025-08-18,2025-08-24,Electricity supply system,7
Dnipropetrovska,2025-08-18,2025-08-24,Gas supply system,6
Dnipropetrovska,2025-08-18,2025-08-24,Government facilities,2
Dnipropetrovska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,6
Dnipropetrovska,2025-08-18,2025-08-24,Total,30
Donetska,2025-08-18,2025-08-24,Agricultural facilities,2
Donetska,2025-08-18,2025-08-24,"Cultural facilities (museum, theater etc.)",2
Donetska,2025-08-18,2025-08-24,"Education facility (school, etc.)",9
Donetska,2025-08-18,2025-08-24,Electricity supply system,2
Donetska,2025-08-18,2025-08-24,Gas supply system,3
Donetska,2025-08-18,2025-08-24,Government facilities,13
Donetska,2025-08-18,2025-08-24,"Health facility (hospital, health clinic)",4
Donetska,2025-08-18,2025-08-24,Heating and water facility,2
Donetska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,17
Donetska,2025-08-18,2025-08-24,Road / Highway,1
Donetska,2025-08-18,2025-08-24,Total,58
Donetska,2025-08-18,2025-08-24,Warehouse,3
Kharkivska,2025-08-18,2025-08-24,Agricultural facilities,3
Kharkivska,2025-08-18,2025-08-24,"Education facility (school, etc.)",2
Kharkivska,2025-08-18,2025-08-24,Electricity supply system,2
Kharkivska,2025-08-18,2025-08-24,Government facilities,1
Kharkivska,2025-08-18,2025-08-24,"Health facility (hospital, health clinic)",2
Kharkivska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,2
Kharkivska,2025-08-18,2025-08-24,Total,14
Kharkivska,2025-08-18,2025-08-24,Warehouse,2
Khersonska,2025-08-18,2025-08-24,"Education facility (school, etc.)",3
Khersonska,2025-08-18,2025-08-24,Government facilities,1
Khersonska,2025-08-18,2025-08-24,"Health facility (hospital, health clinic)",1
Khersonska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,2
Khersonska,2025-08-18,2025-08-24,Road / Highway,1
Khersonska,2025-08-18,2025-08-24,Total,8
Kyivska,2025-08-18,2025-08-24,Total,1
Kyivska,2025-08-18,2025-08-24,Warehouse,1
Lvivska,2025-08-18,2025-08-24,"Education facility (school, etc.)",1
Lvivska,2025-08-18,2025-08-24,Government facilities,3
Lvivska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,1
Lvivska,2025-08-18,2025-08-24,Total,5
Odeska,2025-08-18,2025-08-24,Fuel depot,1
Odeska,2025-08-18,2025-08-24,Gas supply system,1
Odeska,2025-08-18,2025-08-24,Harbor,1
Odeska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,2
Odeska,2025-08-18,2025-08-24,Total,6
Odeska,2025-08-18,2025-08-24,Water supply system,1
Poltavska,2025-08-18,2025-08-24,"Education facility (school, etc.)",1
Poltavska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,1
Poltavska,2025-08-18,2025-08-24,Total,2
Sumska,2025-08-18,2025-08-24,Agricultural facilities,2
Sumska,2025-08-18,2025-08-24,"Education facility (school, etc.)",2
Sumska,2025-08-18,2025-08-24,Electricity supply system,1
Sumska,2025-08-18,2025-08-24,Gas supply system,1
Sumska,2025-08-18,2025-08-24,Government facilities,3
Sumska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,3
Sumska,2025-08-18,2025-08-24,Religious facilities,1
Sumska,2025-08-18,2025-08-24,Total,15
Sumska,2025-08-18,2025-08-24,Warehouse,2
Volynska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,1
Volynska,2025-08-18,2025-08-24,Total,1
Zakarpatska,2025-08-18,2025-08-24,Electricity supply system,1
Zakarpatska,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,7
Zakarpatska,2025-08-18,2025-08-24,Total,9
Zakarpatska,2025-08-18,2025-08-24,Warehouse,1
Zaporizka,2025-08-18,2025-08-24,"Education facility (school, etc.)",1
Zaporizka,2025-08-18,2025-08-24,Industrial/Business/Enterprise facilities,4
Zaporizka,2025-08-18,2025-08-24,Road / Highway,1
Zaporizka,2025-08-18,2025-08-24,Total,6
Chernihivska,2025-08-11,2025-08-17,Telecommunications,1
Chernihivska,2025-08-11,2025-08-17,Total,3
Chernihivska,2025-08-11,2025-08-17,Warehouse,2
Dnipropetrovska,2025-08-11,2025-08-17,Agricultural facilities,4
Dnipropetrovska,2025-08-11,2025-08-17,"Cultural facilities (museum, theater etc.)",1
Dnipropetrovska,2025-08-11,2025-08-17,"Education facility (school, etc.)",2
Dnipropetrovska,2025-08-11,2025-08-17,Electricity supply system,5
Dnipropetrovska,2025-08-11,2025-08-17,Gas supply system,2
Dnipropetrovska,2025-08-11,2025-08-17,Government facilities,2
Dnipropetrovska,2025-08-11,2025-08-17,"Health facility (hospital, health clinic)",1
Dnipropetrovska,2025-08-11,2025-08-17,Industrial/Business/Enterprise facilities,11
Dnipropetrovska,2025-08-11,2025-08-17,Total,28
Donetska,2025-08-11,2025-08-17,"Cultural facilities (museum, theater etc.)",1
Donetska,2025-08-11,2025-08-17,"Education facility (school, etc.)",6
Donetska,2025-08-11,2025-08-17,Government facilities,2
Donetska,2025-08-11,2025-08-17,Industrial/Business/Enterprise facilities,8
Donetska,2025-08-11,2025-08-17,Religious facilities,1
Donetska,2025-08-11,2025-08-17,Total,18
Kharkivska,2025-08-11,2025-08-17,Electricity supply system,2
Kharkivska,2025-08-11,2025-08-17,Gas supply system,1
